situation,emotion,source,pleasantness,unpleasantness,attention,effort,self_responsibility,other_responsibility,control,certainty,goal_relevance,urgency,self_control,other_control,responsibility,circumstance
My lost ring was found in a pub,relief,envent,4.0,2.0,4.0,4.0,2.0,4.0,,,4.0,5.0,1.0,4.0,,
my manager ... me to run the shop while he was on holiday,trust,envent,5.0,2.0,5.0,5.0,4.0,4.0,,,4.0,1.0,5.0,3.0,,
My manager asked me to take voluntary pay reduction due to COVID. He promised that my pay would return to normal after 3 months and that I would be rewarded for my sacrifice. I ... him and it all worked out well.,trust,envent,1.0,4.0,5.0,3.0,1.0,1.0,,,1.0,2.0,1.0,1.0,,
my manager at the time decided to stop paying me for certain hours of work I did without even telling me that this was going to happen.,anger,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,3.0,5.0,2.0,5.0,,
my manager at work made me feel supported through their actions during a time of a very busy work day.,trust,envent,4.0,1.0,1.0,1.0,1.0,4.0,,,3.0,2.0,1.0,4.0,,
My manager recommended me to work on a project,trust,envent,4.0,2.0,4.0,4.0,4.0,4.0,,,5.0,5.0,3.0,5.0,,
My manager scolded me,shame,envent,1.0,4.0,5.0,5.0,4.0,2.0,,,5.0,4.0,1.0,4.0,,
My manager told me during performance reviews that I was selling myself short and she would be advocating harder on my behalf.,trust,envent,5.0,1.0,4.0,2.0,5.0,5.0,,,3.0,2.0,2.0,5.0,,
My marriage ended,sadness,envent,1.0,5.0,4.0,5.0,4.0,5.0,,,3.0,2.0,2.0,5.0,,
"My marriage made me feel .... I married some years ago to my friend and confidant who I love and cherish so much. We are so find of each other and the day we started making wedding plans, I was filled with extreme ... and .... The wedding day was indeed a memorable day for me because my parents were present to make the day very exciting and fulfilling.",joy,envent,5.0,1.0,4.0,3.0,4.0,2.0,,,3.0,3.0,4.0,3.0,,
"My mental illness' were playing up and I was rude and said some thing I didnt mean to my partner, who was visibly upset after I lashed out at him.",guilt,envent,1.0,5.0,4.0,3.0,4.0,2.0,,,4.0,4.0,4.0,2.0,,
my mentee asked me for advice on her career,trust,envent,5.0,1.0,5.0,4.0,2.0,4.0,,,2.0,4.0,4.0,2.0,,
"My meth head uncle attacked my mother, his sister.",anger,envent,1.0,5.0,5.0,1.0,1.0,5.0,,,4.0,5.0,5.0,5.0,,
my mind in one instance recognized a great injustice had occurred.,disgust,envent,1.0,5.0,1.0,4.0,1.0,4.0,,,1.0,2.0,1.0,4.0,,
"My mom and stepdad finally said they were getting a divorce and so my mom, sister and I have to move out. Ive lived in a 9 1/2 feet by 10 foot room for 6 years. One of the walls is outlined from the left wall to the right wall and along the ceiling with thick built in bookshelves and in the middle of where a wall should be, is just a huge window that goes to the floor, and my rooms view is to another wall. People from the kitchen can look into my room from the window and I can see into my sisters room from that window, its weird, I dont have a window I can open in my room cuz its literally in the middle of the house so its technically a safety hazard. I cant wait to have a bigger room.",joy,envent,5.0,1.0,5.0,3.0,1.0,5.0,,,5.0,5.0,3.0,5.0,,
My mom body-shamed me,anger,envent,1.0,5.0,3.0,5.0,2.0,5.0,,,2.0,3.0,1.0,4.0,,
my mom fell down the stairs.,fear,envent,1.0,5.0,5.0,5.0,1.0,2.0,,,4.0,4.0,4.0,2.0,,
my mom fell off our hot tub while drunk,fear,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,5.0,5.0,4.0,5.0,,
"My mom found out I skipped English class once because we had to do a class discussion and I had extreme anxiety. When I got home she told me to make a list of everything that makes me happy because I was going to then get rid of those items. She screamed at me that she hated me. She said she was going to throw all my electronics into the bathtub but since my set- dad bought some of them for me, she didnt. Then told me I needed to move out and I couldnt move in with my grandparents. (At this time she was transitioning different bipolar medications and she was very unstable, thats why it might seem crazy she said all that just because I didnt go to class one time.)",fear,envent,1.0,5.0,5.0,5.0,2.0,1.0,,,5.0,5.0,1.0,5.0,,
My mom had to get extensive surgery,fear,envent,1.0,5.0,4.0,3.0,1.0,2.0,,,4.0,4.0,1.0,5.0,,
my mom has struggled with bipolar and attempted suicide three weeks ago. been slowly recovering from that trauma. felt ... the past few weeks,sadness,envent,1.0,5.0,3.0,3.0,1.0,5.0,,,3.0,4.0,3.0,3.0,,
My mom moved to a different city & she is far away now,sadness,envent,3.0,4.0,5.0,5.0,1.0,5.0,,,3.0,3.0,1.0,5.0,,
my mom took me to my favorite smoothie place without telling me,surprise,envent,5.0,1.0,5.0,1.0,1.0,5.0,,,3.0,5.0,2.0,5.0,,
my mom underwent 2 serious back surgeries.,fear,envent,1.0,5.0,2.0,4.0,1.0,1.0,,,4.0,4.0,1.0,1.0,,
"my mom was rushed to hospital because of a serious medical event when i was a teenager, and i felt ... to the entire process for several days because of my inability to process what was happening.",no-emotion,envent,1.0,2.0,4.0,3.0,1.0,1.0,,,2.0,5.0,2.0,2.0,,
my mom was there with me for an anxiety attack,trust,envent,1.0,5.0,3.0,5.0,4.0,1.0,,,1.0,5.0,2.0,4.0,,
my mom was watching a gross show,disgust,envent,1.0,5.0,1.0,3.0,1.0,5.0,,,1.0,1.0,1.0,5.0,,
my mom's cancer surgery was a success.,relief,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,1.0,5.0,1.0,5.0,,
my moms boyfriend was arguing with me,anger,envent,1.0,5.0,4.0,5.0,4.0,5.0,,,3.0,4.0,4.0,4.0,,
My most recent journey on public transport,no-emotion,envent,3.0,3.0,2.0,1.0,2.0,1.0,,,1.0,3.0,4.0,4.0,,
my mother after 4 weeks starting making a recovery from covid,relief,envent,5.0,1.0,4.0,3.0,1.0,1.0,,,2.0,1.0,1.0,1.0,,
My mother and I got into a heated argument about my finances.,anger,envent,1.0,5.0,5.0,4.0,4.0,4.0,,,4.0,5.0,5.0,4.0,,
"my mother appeared on national television and told the story of the child she adopted and her search for the birth mother, and ended up being surprised on the show when they found his birth mother.",pride,envent,5.0,1.0,3.0,1.0,1.0,5.0,,,1.0,1.0,1.0,5.0,,
"my mother bought me a car. coming from a low income family, i really did not expect this generosity.",surprise,envent,5.0,1.0,3.0,3.0,1.0,5.0,,,2.0,5.0,1.0,5.0,,
"My mother decided to arrange a wedding for my daughter without telling me , she told all other close family members",anger,envent,1.0,4.0,3.0,5.0,1.0,4.0,,,5.0,3.0,1.0,5.0,,
my mother died and I lived in a pretty constant state of ... about my father also dying,fear,envent,1.0,5.0,5.0,5.0,1.0,1.0,,,5.0,4.0,1.0,5.0,,
"my mother emotionally explodes on me. The last time was just a month ago. She tends to cuss me out, insult everything about me, threaten to walk out of my life, and accuse me of various things that aren't true.",sadness,envent,1.0,5.0,5.0,5.0,4.0,5.0,,,5.0,5.0,4.0,5.0,,
My mother finally ended the relationship with my then step father. He was very controlling and had brain washed her into his way of thinking. It was a common occurrence to have to try and deal with the next fallout every couple of weeks. After years of stress and the situation having a negative impact on the family she finally took the decision to get away from it all. It came as a huge ... to myself when she got settled in her own place away from him.,relief,envent,5.0,1.0,3.0,5.0,1.0,5.0,,,4.0,4.0,1.0,5.0,,
my mother found out about elements of my sexual history,shame,envent,1.0,5.0,5.0,5.0,3.0,5.0,,,5.0,5.0,2.0,5.0,,
my mother gave me a couple candles she bought for me.,no-emotion,envent,1.0,1.0,3.0,1.0,1.0,5.0,,,1.0,4.0,3.0,5.0,,
"my mother had an accident and i was unable to get straight to her but my work colleague was local, she went directly to her and waited with her until i could arrive. i put all my ... in her for this occasion and she did not let me down",trust,envent,1.0,5.0,4.0,5.0,1.0,1.0,,,1.0,5.0,1.0,1.0,,
"My mother had come home from running errands and my dog came down to greet her at the door. However, my sister had just left on her bike, and my dog decided it was a great idea to chase after her. She didn't have her leash on and ran halfway down the road before my sister stopped to catch her. I was quite ... that she would get hit by a car.",fear,envent,1.0,5.0,5.0,4.0,1.0,1.0,,,3.0,5.0,3.0,3.0,,
my mother had to look at a hemorrhoid,shame,envent,1.0,5.0,5.0,5.0,3.0,1.0,,,4.0,5.0,1.0,5.0,,
My mother helped me bake bread. I'd know idea what I was doing,trust,envent,5.0,1.0,5.0,1.0,3.0,1.0,,,1.0,2.0,1.0,4.0,,
my mother in law went to the ER and was told a medical condition wasn't an immediate emergency.,relief,envent,4.0,1.0,3.0,2.0,1.0,1.0,,,4.0,4.0,1.0,1.0,,
My mother invited my unvaccinated sister and her son over to play with my kids without my knowledge.,anger,envent,1.0,5.0,3.0,4.0,1.0,5.0,,,1.0,2.0,2.0,5.0,,
my mother is dismissive of my truths/when I am upset and she doesn't feel like dealing with it,anger,envent,1.0,5.0,4.0,4.0,3.0,3.0,,,1.0,4.0,3.0,4.0,,
My mother let me drive her car,trust,envent,4.0,1.0,4.0,2.0,4.0,3.0,,,2.0,3.0,3.0,3.0,,
"My mother lost consciousness on the phone and we were frightened for her life, but it was from pain due to breaking a bone, nothing more serious.",relief,envent,1.0,5.0,3.0,4.0,1.0,1.0,,,4.0,2.0,1.0,1.0,,
my mother made me feel like a child,anger,envent,1.0,5.0,4.0,5.0,4.0,4.0,,,5.0,5.0,3.0,4.0,,
my mother opened up to me about her mental health problems as i confessed about my own. i felt safe to ... her.,trust,envent,5.0,1.0,5.0,5.0,5.0,2.0,,,3.0,3.0,4.0,5.0,,
My mother passed away.,no-emotion,envent,1.0,2.0,3.0,5.0,1.0,4.0,,,4.0,2.0,2.0,4.0,,
My mother received positive news from a scan,joy,envent,5.0,1.0,5.0,5.0,1.0,1.0,,,5.0,5.0,1.0,1.0,,
My mother told me about a doctors appt she had been putting off,trust,envent,3.0,3.0,5.0,4.0,1.0,4.0,,,4.0,5.0,3.0,4.0,,
my mother told me her biopsy result was negative,relief,envent,5.0,1.0,3.0,4.0,1.0,1.0,,,5.0,4.0,1.0,2.0,,
"My mother told me that she hated me, and wished I was never born. I felt ... because I had tried to support her on numerous occasions and had it thrown back in my face.",anger,envent,1.0,5.0,5.0,4.0,2.0,5.0,,,2.0,5.0,3.0,4.0,,
My mother was dying of cancer,fear,envent,1.0,5.0,2.0,5.0,1.0,1.0,,,4.0,2.0,1.0,1.0,,
my mother-in-law interfered in my parenting,anger,envent,1.0,5.0,3.0,4.0,2.0,5.0,,,3.0,2.0,2.0,5.0,,
my mother-in-law told my husband that I was brainwashing him.,anger,envent,1.0,5.0,5.0,5.0,3.0,3.0,,,5.0,5.0,2.0,5.0,,
My mothers cancer was in remission,relief,envent,1.0,5.0,4.0,5.0,1.0,1.0,,,5.0,5.0,1.0,1.0,,
My mothers mother passed away unexpectedly. I didn't feel ... either way to the event.,no-emotion,envent,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,3.0,1.0,1.0,,
My mum and sibling visited me at college on my birthday,surprise,envent,5.0,1.0,4.0,5.0,3.0,5.0,,,3.0,5.0,4.0,5.0,,
My mum came home from hospital,relief,envent,1.0,5.0,5.0,4.0,1.0,1.0,,,2.0,4.0,1.0,2.0,,
my mum came out of hospital,relief,envent,5.0,1.0,3.0,3.0,1.0,1.0,,,4.0,4.0,1.0,5.0,,
my mum chews loudly,disgust,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,3.0,4.0,3.0,5.0,,
My mum died,sadness,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,5.0,5.0,1.0,1.0,,
My mum died suddenly abroad,fear,envent,1.0,5.0,5.0,5.0,1.0,1.0,,,5.0,1.0,1.0,1.0,,
My mum fell out with me and we didnt speak for many weeks,sadness,envent,1.0,5.0,3.0,4.0,1.0,4.0,,,1.0,3.0,3.0,3.0,,
My mum has just rescued a French Bulldog and I feel absolutely ... that she had been so badly abused by the people who had her before my mum.,disgust,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,4.0,5.0,1.0,5.0,,
my mum is manipulative towards my dad.,anger,envent,1.0,4.0,3.0,4.0,1.0,4.0,,,2.0,2.0,2.0,5.0,,
My mum left to go back to Spain where she lives,sadness,envent,1.0,5.0,4.0,5.0,1.0,5.0,,,4.0,4.0,3.0,5.0,,
My mum passed away from cancer,anger,envent,1.0,5.0,5.0,5.0,2.0,1.0,,,5.0,3.0,1.0,1.0,,
"My mum received surgery for cancer, they thought they had collected all infected lymph glands",relief,envent,1.0,5.0,5.0,5.0,1.0,1.0,,,5.0,5.0,1.0,5.0,,
My mum said what a good boy my doggy is,pride,envent,5.0,1.0,1.0,1.0,1.0,5.0,,,1.0,1.0,1.0,5.0,,
My mum started grumbling about me watching 'Squid game' on Netflix.,anger,envent,2.0,4.0,2.0,2.0,4.0,1.0,,,2.0,2.0,3.0,4.0,,
My mum stopped speaking to me,sadness,envent,1.0,5.0,3.0,5.0,3.0,5.0,,,4.0,3.0,2.0,5.0,,
My mum surprised me with my first dog at aged 17 after I had wanted one all my life. I came home from college and I thought it was strange that the doors to the living room were closed and my mum was in the kitchen. I went in to see her and she told me very seriously that someone was waiting to see me in the living room. I then went into the living room and a border collie (named Meg) came bounding up to me and ran into me so hard that it took me a second to realise what had happened and then I realised! I then turned to my mum to ask if she was ours and I was told that she was actually mine! I felt so emotional and ... and I was in complete disbelief!,joy,envent,5.0,1.0,5.0,2.0,1.0,5.0,,,5.0,5.0,4.0,5.0,,
my mum was diagnosed with terminal cancer,surprise,envent,1.0,5.0,5.0,5.0,1.0,1.0,,,5.0,5.0,2.0,2.0,,
my name was called out as I walked on stage for my university graduation.,pride,envent,5.0,1.0,5.0,3.0,5.0,3.0,,,5.0,5.0,4.0,4.0,,
My nan died from cancer at home in bed.,sadness,envent,1.0,5.0,4.0,4.0,1.0,1.0,,,4.0,4.0,1.0,3.0,,
My nan lost her fight and passed away,sadness,envent,1.0,5.0,5.0,5.0,1.0,1.0,,,5.0,5.0,1.0,1.0,,
my nan passed away,no-emotion,envent,1.0,2.0,3.0,2.0,1.0,1.0,,,4.0,4.0,1.0,1.0,,
My neice rang the bell to be cleared of cancer,relief,envent,1.0,5.0,5.0,3.0,1.0,1.0,,,5.0,5.0,1.0,1.0,,
My neighbor adopted a homeless kitten that was hanging around our building.,no-emotion,envent,1.0,1.0,2.0,1.0,1.0,5.0,,,1.0,4.0,1.0,5.0,,
My neighbour accused me of harrassing her when she was harrassing me.,anger,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,5.0,5.0,1.0,5.0,,
"My neighbour came and harassed me because he thought our fence was 2 inches onto their land, before getting the proof that it actually wasnt.",disgust,envent,1.0,5.0,4.0,4.0,1.0,4.0,,,4.0,4.0,2.0,4.0,,
my neighbour in the flat above me was having many parties and I asked them to stop at a decent hour but kept going till gone 3am.,anger,envent,1.0,5.0,2.0,3.0,1.0,5.0,,,2.0,2.0,1.0,4.0,,
my neighbour rudely woke us and the whole neighbourhood up when she came back from the pub drunk and then was trying to smash up her boyfriend van,anger,envent,1.0,5.0,3.0,4.0,1.0,5.0,,,2.0,5.0,4.0,2.0,,
My neighbour stole my garbage bin and left his dog poop on my lawn,anger,envent,4.0,3.0,1.0,2.0,1.0,5.0,,,2.0,2.0,1.0,5.0,,
"My neighbour was angry at the amount of noise my autistic children make and instead of talking to me about it she posted on a public facebook page that most of my friends are members of, and many people responded by assuming I was abusing them.",shame,envent,1.0,5.0,5.0,5.0,2.0,5.0,,,5.0,5.0,2.0,4.0,,
my neighbour was playing loud music,anger,envent,1.0,5.0,4.0,3.0,1.0,5.0,,,1.0,2.0,4.0,4.0,,
my neighbour was unbelievably rude and disrespectful on christmas evening of all evenings,anger,envent,1.0,5.0,5.0,3.0,1.0,5.0,,,2.0,5.0,1.0,4.0,,
My neighbours garbage was pulled into the road by a fox and I had to clean it up,disgust,envent,1.0,5.0,5.0,5.0,1.0,4.0,,,4.0,5.0,4.0,1.0,,
My neighbours were playing basketball and the ball kept hitting my car and the glass in my door.,anger,envent,1.0,5.0,4.0,4.0,1.0,5.0,,,3.0,4.0,3.0,4.0,,
My nephew threw up everywhere,disgust,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,3.0,5.0,1.0,5.0,,
my nephew was born,joy,envent,5.0,1.0,1.0,4.0,1.0,5.0,,,5.0,4.0,1.0,5.0,,
My nephew was born safely even with complications,relief,envent,1.0,5.0,4.0,3.0,1.0,2.0,,,3.0,4.0,2.0,4.0,,
"My nephews child was put up for adoption, without anyone in the family being asked if they could help.",sadness,envent,1.0,5.0,1.0,3.0,1.0,5.0,,,3.0,1.0,1.0,5.0,,
my new car arrived on the drive,surprise,envent,5.0,1.0,4.0,4.0,5.0,2.0,,,4.0,4.0,5.0,3.0,,
My new partners parents arrived at the house unexpectedly.,surprise,envent,2.0,5.0,3.0,2.0,1.0,5.0,,,3.0,4.0,1.0,5.0,,
my niece came out to me and told me she had a girlfriend before she told anyone else.,pride,envent,5.0,1.0,5.0,1.0,2.0,4.0,,,4.0,5.0,3.0,4.0,,
My now husband asked me to marry him,surprise,envent,5.0,1.0,5.0,1.0,4.0,4.0,,,5.0,5.0,5.0,5.0,,
my now husband sacrificed everything and got a job where I live and moved away from his family. No man has ever done that for me before and it showed me he was completely ....,trust,envent,5.0,2.0,5.0,2.0,3.0,5.0,,,5.0,4.0,5.0,3.0,,
my offer on commercial lease was accepted because i didn't it would.,surprise,envent,5.0,1.0,1.0,3.0,4.0,5.0,,,5.0,2.0,1.0,5.0,,
My old team leader at the course I used to attend told me he was going to help me in life/work.,trust,envent,5.0,1.0,2.0,1.0,3.0,4.0,,,3.0,1.0,2.0,5.0,,
"My older dog at the time went to the bathroom in the house but not only that, there was blood mixed with it. My family knew something had changed with her more recently, like it was harder for her to stand up, so she would end up staying in the same place for very long periods of time and her eyes began to sink in her skull. Thats when we knew it was coming close to her time.",sadness,envent,1.0,5.0,5.0,4.0,1.0,1.0,,,3.0,3.0,2.0,1.0,,
My operation for placing a stent in my heart was over,relief,envent,5.0,1.0,5.0,5.0,5.0,1.0,,,5.0,5.0,1.0,1.0,,
My opinion and concerns weren't being listened to.,anger,envent,1.0,5.0,3.0,5.0,2.0,5.0,,,5.0,2.0,5.0,5.0,,
my optometrist told me my tear film breaks apart immediately and it should last ten seconds.,surprise,envent,1.0,3.0,4.0,3.0,2.0,1.0,,,4.0,3.0,1.0,1.0,,
my organization told me they were sending me to the Dominican Republic for study abroad instead of Uganda because they thought it would be best for now.,trust,envent,4.0,1.0,4.0,3.0,2.0,2.0,,,4.0,3.0,2.0,2.0,,
my package arrived,relief,envent,5.0,1.0,2.0,1.0,2.0,5.0,,,4.0,2.0,2.0,4.0,,
my package didn't arrive in time,anger,envent,1.0,4.0,3.0,4.0,1.0,5.0,,,2.0,2.0,1.0,5.0,,
my parents ... me to go for dinner,surprise,envent,5.0,1.0,1.0,1.0,1.0,5.0,,,1.0,5.0,5.0,5.0,,
My parents allow my sibling to mistreat her child and use substances,disgust,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,4.0,5.0,2.0,5.0,,
my parents decided to go away for a trip and leave me at home,no-emotion,envent,3.0,3.0,2.0,1.0,1.0,2.0,,,1.0,2.0,1.0,4.0,,
"my parents divorced when I was 7. My mom left one night, and the next morning I woke up to see my Dad and my brother crying in the living room. For years I felt so ... about it, not knowing the true reasons behind it. I still do feel mad about it sometimes, but Ive been able to manage it better in the last few years.",anger,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,5.0,1.0,1.0,5.0,,
My parents got a divorce,sadness,envent,1.0,5.0,4.0,5.0,1.0,5.0,,,5.0,3.0,1.0,5.0,,
my parents got me a car,surprise,envent,5.0,1.0,2.0,1.0,1.0,5.0,,,5.0,4.0,1.0,3.0,,
my parents had accidentally found a photo of my boyfriend and I kissing. They did not know I was in a relationship and long story short they forced me to end the relationship or else I would be taken out of college and kicked out.,anger,envent,1.0,5.0,4.0,5.0,4.0,2.0,,,5.0,5.0,2.0,5.0,,
my parents let me hold by baby siblings,trust,envent,5.0,2.0,5.0,5.0,1.0,5.0,,,4.0,5.0,5.0,5.0,,
my parents said they would help pay for my wedding,surprise,envent,5.0,1.0,1.0,3.0,3.0,4.0,,,4.0,2.0,5.0,5.0,,
My parents visited me all the way from our home country,surprise,envent,5.0,1.0,5.0,3.0,1.0,5.0,,,4.0,4.0,4.0,5.0,,
My parents visited us,joy,envent,5.0,1.0,4.0,3.0,5.0,5.0,,,3.0,5.0,5.0,5.0,,
